Product Code,Description,Main,price,Brand,Category Code,Supplier Product Code
CL-W043-CU00SL-A,Thermaltake Pacific G1/4 Male to Male 20mm Extender – Chrome,0,10.5,THERMALTAKE,Cooling - Water Cooling,CL-W043-CU00SL-A
CL-W048-CU00BL-A,Thermaltake Pacific G1/4 Female to Female 10mm Extender – Black,2,10.2,THERMALTAKE,Cooling - Water Cooling,CL-W048-CU00BL-A
CL-W049-CU00SL-A,Thermaltake Pacific G1/4 Female to Female 20mm Extender – Chrome,2,10.5,THERMALTAKE,Cooling - Water Cooling,CL-W049-CU00SL-A
CL-W050-CU00SL-A,Thermaltake Pacific G1/4 Female to Female 30mm Extender – Chrome,2,11.6,THERMALTAKE,Cooling - Water Cooling,CL-W050-CU00SL-A
CL-W054-CU00SL-A,Thermaltake Pacific G1/4 Y Adapter – Chrome,2,14.4,THERMALTAKE,Cooling - Water Cooling,CL-W054-CU00SL-A
CL-W064-CU16BL-A,Thermaltake Pacific G1/4 PET-G 16mm OD Compression – Black,3,11.6,THERMALTAKE,Cooling - Water Cooling,CL-W064-CU16BL-A
CL-W097-CA00BL-A,Thermaltake Pacific G1/4 PETG Tube 90-Degree Compression 16mm OD – Black,6,24.3,THERMALTAKE,Cooling - Water Cooling,CL-W097-CA00BL-A
CL-W163-OS00AG-A,Thermaltake Tt Premium Concentrate Acid Green (UV) 50ml/DIY LCS/50ml/Contentrate Coolant/4Pack,1,36.9,THERMALTAKE,ACCESSORIES,CL-W163-OS00AG-A
CL-W163-OS00BL-A,ThermaltakeTt Premium Concentrate Black 50ml/DIY LCS/50ml/Contentrate Coolant/4Pack,1,36.9,THERMALTAKE,ACCESSORIES,CL-W163-OS00BL-A
CL-W163-OS00BU-A,Thermaltake Tt Premium Concentrate Blue 50ml/DIY LCS/50ml/Contentrate Coolant/4Pack,2,36.9,THERMALTAKE,ACCESSORIES,CL-W163-OS00BU-A
CL-W163-OS00GR-A,Thermaltake Tt Premium Concentrate Green 50ml/DIY LCS/50ml/Contentrate Coolant/4Pack,3,36.9,THERMALTAKE,ACCESSORIES,CL-W163-OS00GR-A
CL-W163-OS00OR-A,Thermaltake Tt Premium Concentrate Orange 50ml/DIY LCS/50ml/Contentrate Coolant/4Pack,1,36.9,THERMALTAKE,ACCESSORIES,CL-W163-OS00OR-A
CL-W163-OS00PL-A,Thermaltake Tt Premium Concentrate Purple 50ml/DIY LCS/50ml/Contentrate Coolant/4Pack,1,36.9,THERMALTAKE,ACCESSORIES,CL-W163-OS00PL-A
CL-W163-OS00YE-A,Thermaltake Tt Premium Concentrate Yellow 50ml/DIY LCS/50ml/Contentrate Coolant/4Pack,2,36.9,THERMALTAKE,ACCESSORIES,CL-W163-OS00YE-A
DP-GM800,Deepcool GM800 Premium Cloth gaming mouse pad 320x270mm,30,14.7,DEEPCOOL,MICE - Mouse Pad,R-GM800-BKNNNM-G
DP-GM810,Deepcool GM810 Premium Cloth gaming mouse pad 450x400mm,30,20.6,DEEPCOOL,MICE - Mouse Pad,R-GM810-BKNNNL-G
DP-GM820,Deepcool GM820 Premium Cloth gaming mouse pad 900x340mm,8,30.5,DEEPCOOL,MICE - Mouse Pad,R-GM820-BKNNXL-G
EB-EMP013BK,E-Blue 10-Colour RGB Mouse-Pad,16,34.1,E-BLUE,ACCESSORIES,EMP013BKAA-IU
EB-EMS602BK,E-Blue 5000DPI RGB 16.8 million true colour Gaming Mouse,6,47.7,E-BLUE,ACCESSORIES,EMS602BKUS-IU
EB-EMS667BK,E-Blue EMS667BK 3500DPI RGB Gaming Mouse,12,34.1,E-BLUE,ACCESSORIES,EMS667BKAA-IU
ED-ES-5808P,ES-5808P 8-port 10/100M 802.3af PoE Web Smart Switch (15.4W per port / Max 130W),1,288.6,Edimax,NETWORKING - Switch & Adapter,ES-5808P
ED-ES-5816P,ES-5816P 16-port 10/100M 802.3af PoE Web Smart Switch (15.4W per port / Max 260W),1,639.5,Edimax,NETWORKING - Switch & Adapter,ES-5816P
ED-GP-101IT,Edimax Pro Gigabit High Power PoE+ Injector (30watt),30,50.3,Edimax,NETWORKING - POE & EOP,GP-101IT
FIL-FKBC104M,FILCO MAJESTOUCH CONVERTIBLE 2 USB/BLUETOOTH US104 KEYBOARD,3,409.9,mbeat,KEYBOARDS - USB,FKBC104M/EB2
FIL-FKBN104M,FILCO MAJESTOUCH 2 NKEY ROLLOVER BROWN SWITCH KEYBOARD,2,368.9,mbeat,KEYBOARDS - USB,FKBN104M/EB2
FS-HD02,Deepcool Ice Disk 2 Low Profile Hard Disk HDD Cooler Aluminium Dual Fan,30,8.5,DEEPCOOL,Cooling - Other Cooling,TNP03465 / DP-HDPL-ID2
GC-17MA15F,DVI 17M (Analogue) to VGA HD15F Adaptor,30,4.6,8WARE,Audio and Visual Products,GC-17MA15F
GC-2000UEBC,8Ware USB 2.0 Type-C to Micro B M/F Adapter - 480Mbps,9,7.2,8WARE,CABLES - USB 2 Cables,GC-2000UEBC
GC-DPHDMI,DisplayPort Male to HDMI Female Adapter,30,14.6,8WARE,Audio and Visual Products,GC-DPHDMI
GC-DPVGA,DisplayPort to VGA Adapter,0,8.3,8WARE,Audio and Visual Products,GC-DPVGA
GC-DVIHDMI,DVI-D Female to HDMI Male Adapter,0,4.5,8WARE,Audio and Visual Products,GC-DVIHDMI
GC-HDMIDVI,HDMI Female to DVI-D Male Adapter,0,6.4,8WARE,Audio and Visual Products,GC-HDMIDVI
GC-MDPHDMI,Mini DisplayPort to HDMI Adapter Cable L=20CM,9,16.8,8WARE,Audio and Visual Products,GC-MDPHDMI
GC-MDPVGA,Mini DisplayPort to VGA Cable L=20CM,8,27.9,8WARE,Audio and Visual Products,GC-MDPVGA
GGD-LBS-BKEIRX-01,Thermaltake Level 20 RGB Battle Station Electric Gaming Desk,0,1904.1,THERMALTAKE,ACCESSORIES,GGD-LBS-BKEIRX-01
HPFD150W-16,HP150 USB 2.0 Flash Drive 16GB,0,7.8,HP,Storage,HPFD150W-16
HPFD150W-32,HP150 USB 2.0 Flash Drive 32GB,0,8.9,HP,Storage,HPFD150W-32
HPFD150W-64,HP150 USB 2.0 Flash Drive 64GB,0,15.9,HP,Storage,HPFD150W-64
HPFD245L-64P,HP v245L USB 2.0 Flash Drive 64GB,0,17.5,HP,Storage,HPFD245L-64P
HPFD245O-32P,HP v245O USB 2.0 Flash Drive 32GB,0,10.8,HP,Storage,HPFD245O-32P
HPFD760L-128,HP x760W USB 3.1 Flash Drive 128GB,0,47.8,HP,Storage,HPFD760L-128
HPFD760L-32,HP x760W USB 3.1 Flash Drive 32GB,0,16.9,HP,Storage,HPFD760L-32
HPFD760L-64,HP x760W USB 3.1 Flash Drive 64GB,0,27.1,HP,Storage,HPFD760L-64
HPFD796L-128,HP x796L USB 3.1 Flash Drive 128GB,0,45.6,HP,Storage,HPFD796L-128
HPFD796L-32,HP x796L USB 3.1 Flash Drive 32GB,0,15.4,HP,Storage,HPFD796L-32
HPFD796L-64,HP x796L USB 3.1 Flash Drive 64GB,0,21.9,HP,Storage,HPFD796L-64
IB-HPE-T-A13CL,"iBenzer Hexpact Protective Case,Apple Macbook Air 13"" Thunderbolt 2018 A1932 - Clear",14,79.8,iBenzer,ACCESSORIES,HPE-T-A13CL
IB-MPS-13-MBA,"STARK Magnetic Privacy Screen For Macbook Air 13""",11,67.3,iBenzer,ACCESSORIES,MPS-13-MBA
IB-NPT-A13T-BK,"iBenzer Neon Party – Hard Shell Case for Apple Macbook Air"" – Thunderbolt 3 (USB-C)-Black-2018 new e",30,36.1,iBenzer,ACCESSORIES,LC-NPT-A13T-BK
IB-NPT-A13T-CYCL,"iBenzer Neon Party – Hard Shell Case for Apple Macbook Air"" – Thunderbolt 3 (USB-C)-Crystal Clear-20",27,36.1,iBenzer,ACCESSORIES,LC-NPT-A13T-CYCL
IB-NPT-T13RQ,"iBenzer Neon Party Hard Case for Apple MacBook Pro 13"" Touch/none Touchbar - Rose Quartz",0,29.4,iBenzer,ACCESSORIES,LC-NPT-T13RQ
IB-NPT-T15RQ,"iBenzer Neon Party Hard Case for Apple MacBook Pro 15"" Touch/none Touchbar - Rose Quartz",12,29.4,iBenzer,ACCESSORIES,LC-NPT-T15RQ
IMOUSE-E1,Adesso iMouse E1 - Vertical Ergonomic Illuminated Mouse,30,59.8,ADESSO,MICE - USB,iMouseE1
IMOUSE-E10,Adesso iMouse E10 - 2.4 GHz RF Wireless Vertical Ergonomic Mouse,24,84.6,ADESSO,MICE - Wireless,iMouseE10
IMOUSE-E3,Adesso iMouse E3 - Vertical Ergonomic Programmable Mouse with Adjustable Weight,0,91.8,ADESSO,MICE - USB,iMouseE3
IMOUSE-E30,Adesso iMouse E30 - 2.4 Ghz Wireless Vertical Programmable Mouse,18,92.7,ADESSO,MICE - USB,iMouseE30
IMOUSE-E7,Adesso iMouse E7 – Left-Handed Vertical Ergonomic Programmable Gaming Mouse with adjustable weight,0,93.8,ADESSO,MICE - USB,iMouseE7
IMOUSE-E9,Adesso iMouse E9 - Left-Handed Vertical Ergonomic Mouse,7,57.7,ADESSO,MICE - USB,iMouseE9
IMOUSE-G1,Adesso iMouse G1 Illuminated Desktop Mouse,0,13.5,ADESSO,MICE - Wireless,iMouseG1
IMOUSE-W3,Adesso iMouse W3 Waterproof Mouse with Magnetic Scroll Wheel,0,45.4,ADESSO,MICE - Gaming,iMouseW3
IRS-NOTES3-AIR,IRISNotes 3 Air Digital Pen,1,224.6,IRIS,ACCESSORIES,458962
KEYC-BZQ-B,Keychron Gateron Switch Puller,0,39,Keychron,ACCESSORIES,BZQ-B
KEYC-C1-K2Z,Keychron C1 Wired 87 Key Gateron Switch Non-Backlight Mechanical Keyboard Blue Switch Retro color,0,66.5,Keychron,KEYBOARDS - Gaming,C1-K2Z
KEYC-C1-M1Z,Keychron C1 Wired 87 Key Gateron Switch Non-Backlight Hot-Swappable Mechanical Keyboard Red Switch Retro  color,0,77.5,Keychron,KEYBOARDS - Gaming,C1-M1Z
KEYC-C2-B1,Keychron C2 Wired 104 Key  Gateron  Switch Mechanical Keyboard RGB  Red,0,89,Keychron,KEYBOARDS - Gaming,C2-B1
KEYC-C2-B2,Keychron C2 Wired 104 Key  Gateron  Switch Mechanical Keyboard RGB  Blue,0,89,Keychron,KEYBOARDS - Gaming,C2-B2
KEYC-C2-B3,Keychron C2 Wired  104 Key  Gateron  Switch Mechanical Keyboard  RGB  Brown,0,89,Keychron,KEYBOARDS - Gaming,C2-B3
KEYC-C2-G1,Keychron C2 Wired  104 Key  Hot-Swap Gateron  Switch  Mechanical Keyboard  White LED Red,0,89,Keychron,KEYBOARDS - Gaming,C2-G1
KEYC-C2-H1,Keychron C2 Wired 104 Key  Hot-Swap Gateron  Switch  Mechanical Keyboard  RGB  Red,0,102,Keychron,KEYBOARDS - Gaming,C2-H1
KEYC-JM-75,Keychron OEM Dye-Sub PBT Keycap Set - Christmas Gift Q1/Q2/K2/K6,0,58,Keychron,KEYBOARDS - Keypad,JM-75
KEYC-K10-C1,Keychron K10 104 Key Aluminum Frame  Gateron Mechanical Switch Keyboard RGB Red,10,140,Keychron,KEYBOARDS - USB,K10-C1
KEYC-K10-C3,keychron K0 104 Key Aluminum Frame  Gateron Mechanical Switch Keyboard RGB Brown,9,140,Keychron,KEYBOARDS - USB,K10-C3
KEYC-K10-J1,Keychron K10 104 Key Aluminum Frame Hot-Swappable Gateron Mechanical Switch Keyboard RGB Red,25,153,Keychron,KEYBOARDS - USB,K10-J1
KEYC-K10-J3,Keychron K10  104 Key  Aluminum Frame Hot-Swappable Gateron Mechanical Switch Keyboard RGB Brown,30,153,Keychron,KEYBOARDS - USB,K10-J3
KEYC-K12-C1,Keychron K12 61 Key RGB Backlight Aluminum Mechanical Keyboard Red Switch,0,127,Keychron,KEYBOARDS - Gaming,K12-C1
KEYC-K12-C2,Keychron K12  61 Key RGB Backlight Aluminum Mechanical Keyboard Blue Switch,0,127,Keychron,KEYBOARDS - Gaming,K12-C2
KEYC-K12-C3,Keychron K12  61 Key RGB Backlight Aluminum Mechanical Keyboard Brown Switch,0,127,Keychron,KEYBOARDS - Gaming,K12-C3
KEYC-K12-J1,Keychron K12  61 Key Hot-Swappable RGB Backlight Aluminum Mechanical Keyboard Red Switch,20,140,Keychron,KEYBOARDS - USB,K12 J1
KEYC-K12-J3,Keychron K12  61 Key Hot-Swappable RGB Backlight Aluminum Mechanical Keyboard Brown Switch,29,140,Keychron,KEYBOARDS - USB,K12-J3
KEYC-K2-A1,Keychron K2 84 Key  Gateron  Mechanical Keyboard  White LED Red,0,102,Keychron,KEYBOARDS - Keypad,K2-A1
KEYC-K2-A2,Keychron K2 84 Key  Gateron  Mechanical Keyboard  White LED Blue,0,102,Keychron,KEYBOARDS - Gaming,K2-A2
KEYC-K2-A3,Keychron K2 84 Key  Gateron  Mechanical Keyboard  White LED Brown,0,102,Keychron,KEYBOARDS - Gaming,K2-A3
KEYC-K2-B1,Keychron K2 84 Key Gateron Mechanical Keyboard RGB Red,0,114,Keychron,KEYBOARDS - Gaming,K2-B1
KEYC-K2-B3,Keychron K2 84 Key Gateron Mechanical Keyboard RGB Brown,0,114,Keychron,KEYBOARDS - Gaming,K2-B3
KEYC-K2-C1H,Keychron K2 84 Key Aluminum Frame Hot-Swappable  Gateron  Mechanical Keyboard  RGB Red,0,140,Keychron,KEYBOARDS - Gaming,K2-C1H
KEYC-K2-C2H,Keychron K2 84 Key Aluminum Frame Hot-Swappable  Gateron  Mechanical Keyboard  RGB Blue,0,140,Keychron,KEYBOARDS - Gaming,K2-C2H
KEYC-K2-C3,Keychron K2 84 Key Aluminum Frame Gateron Mechanical Keyboard RGB Brown,0,127,Keychron,KEYBOARDS - Gaming,K2-C3
KEYC-K2-C3H,Keychron K2 84 Key Aluminum Frame Hot-Swappable  Gateron  Mechanical Keyboard  RGB Brown,0,140,Keychron,KEYBOARDS - Gaming,K2-C3H
KEYC-K2-K2,Keychron Non-Backlight / Keychron Mechanical / Blue,0,89,Keychron,KEYBOARDS - Gaming,K2-K2
KEYC-K3-E1,Keychron K3  84 Key Low Profile Hot-Swappable Optical Mechanical Keyboard  RGB Red,0,121,Keychron,KEYBOARDS - Gaming,K3-E1
KEYC-K3-E2,Keychron K3  84 Key Low Profile Hot-Swappable Optical Mechanical Keyboard  RGB Blue,0,121,Keychron,KEYBOARDS - Gaming,K3-E2
KEYC-K3-E3,Keychron K3  84 Key Low Profile Hot-Swappable Optical Mechanical Keyboard  RGB Brown,0,121,Keychron,KEYBOARDS - Gaming,K3-E3
KEYC-K3-K1,Keychron K3 84 Key Low Profile Gateron Mechanical Switch Keyboard RGB Red,0,102,Keychron,KEYBOARDS - USB,K3-K1
KEYC-K3-K2,Keychron K3 84 Key Low Profile Gateron Mechanical Switch Keyboard Non-backlight Blue,0,102,Keychron,KEYBOARDS - USB,K3-K2
KEYC-K3-K3,Keychron K3 84 Key Low Profile Gateron Mechanical Switch Keyboard RGB Brown,14,102,Keychron,KEYBOARDS - USB,K3-K3
KEYC-K4-A1,Keychron K4 100 Key  Gateron  Mechanical Keyboard  White LED Red,0,102,Keychron,KEYBOARDS - Gaming,K4-A1
KEYC-K4-A2,Keychron K4 100 Key  Gateron  Mechanical Keyboard  White LED Blue,0,102,Keychron,KEYBOARDS - Gaming,K4-A2
KEYC-K4-A3,Keychron K4 100 Key  Gateron  Mechanical Keyboard  White LED Brown,0,102,Keychron,KEYBOARDS - Gaming,K4-A3
KEYC-K4-C1,Keychron K4 100 Key Aluminum Frame  Gateron  Mechanical Keyboard  RGB Red,0,127,Keychron,KEYBOARDS - USB,K4-C1
KEYC-K4-C3,Keychron K4 100 Key Aluminum Frame  Gateron  Mechanical Keyboard  RGB Brown,10,127,Keychron,KEYBOARDS - USB,K4-C3
KEYC-K4-J1,Keychron K4 100 Key Aluminum Frame Hot-Swappable Gateron  Mechanical Keyboard  RGB Red,0,140,Keychron,KEYBOARDS - Gaming,K4-J1
KEYC-K4-J2,Keychron K4 100 Key Aluminum Frame Hot-Swappable Gateron  Mechanical Keyboard  RGB Blue,0,140,Keychron,KEYBOARDS - Gaming,K4-J2
KEYC-K4-J3,Keychron K4 100 Key Aluminum Frame Hot-Swappable Gateron  Mechanical Keyboard  RGB Brown,0,140,Keychron,KEYBOARDS - Gaming,K4-J3
KEYC-K6-P1,Keychron K6 68 Key Gateron Mechanical Keyboard  RGB Red,10,114,Keychron,KEYBOARDS - USB,K6-P1
KEYC-K6-P3,Keychron K6 68 Key Gateron Mechanical Keyboard RGB Brown,0,114,Keychron,KEYBOARDS - Gaming,K6-P3
KEYC-K6-W3,Keychron K6  68 Key Aluminum Frame Hot-Swappable Mechanical Keyboard RGB Brown,0,140,Keychron,KEYBOARDS - Keypad,K6-W3
KEYC-K8-B1,Keychron K8 87 Key Gateron Mechanical Keyboard RGB Red,0,114,Keychron,KEYBOARDS - USB,K8-B1
KEYC-K8-C1,Keychron K8 87 Key Aluminum Frame  Gateron Mechanical Keyboard RGB Red,0,127,Keychron,KEYBOARDS - Gaming,K8-C1
KEYC-K8-C2,Keychron K8 87 Key Aluminum Frame  Gateron Mechanical Keyboard RGB Blue,0,127,Keychron,KEYBOARDS - Gaming,K8-C2
KEYC-K8-C3,Keychron K8 87 Key Aluminum Frame  Gateron  Mechanical Keyboard RGB Brown,0,127,Keychron,KEYBOARDS - Gaming,K8-C3
KEYC-K8-J1,Keychron K8 87 Key Aluminum Frame Hot-Swappable Gateron Mechanical Keyboard RGB Red,0,140,Keychron,KEYBOARDS - Gaming,K8-J1
KEYC-K8-J3,Keychron K8 87 Key Aluminum Frame Hot-Swappable Gateron Mechanical Keyboard RGB Brown,0,140,Keychron,KEYBOARDS - Gaming,K8-J3
KEYC-KZQ-H,Keychron Gateron Switch Opener Black,2,45,Keychron,KEYBOARDS - USB,KZQ-H
KEYC-KZQ-S,Keychron Gateron Switch Opener Silvery,7,45,Keychron,KEYBOARDS - USB,KZQ-S
KEYC-M1-A1,Keychron M1 Ultra-Light Optical Mouse Wired / Black,30,63,Keychron,MICE - USB,M1-A1
KEYC-M1-A2,Keychron M1 Ultra-Light Optical Mouse Wired / White,9,63,Keychron,MICE - USB,M1-A2
KEYC-PR1,Keychron K2/K6 Walnut Wood Palm Rest,0,39,Keychron,ACCESSORIES,PR1
KEYC-PR2,Keychron K4 Walnut Wood Palm Rest,0,42,Keychron,ACCESSORIES,PR2
KEYC-PR3,Keychron K8/C1 Walnut Wood Palm Rest,0,42,Keychron,ACCESSORIES,PR3
KEYC-PR4,Keychron K3 Walnut Wood Palm Rest,0,39,Keychron,ACCESSORIES,PR4
KEYC-Q1-C2,KeychronQ1 QMK Custom Hot-Swappable Gateron Phantom Blue Switch Mechanical Keyboard Full Assembled Carbon Black RGB,8,243,Keychron,KEYBOARDS - USB,Q1-C2
KEYC-Q1-J1,Keychron Q1 QMK Custom Hot-Swappable Gateron Phantom Red Switch Mechanical Keyboard Full Assembled Navy Blue RGB,0,243,Keychron,KEYBOARDS - Keypad,Q1-J1
KEYC-Q1-J2,Keychron Q1 QMK Custom Hot-Swappable Gateron Phantom Blue Switch Mechanical Keyboard Full Assembled Navy Blue RGB,8,243,Keychron,KEYBOARDS - USB,Q1-J2
KEYC-Q3-M1,Keychron Q3 QMK Custom Hot-Swappable Gateron G-PRO Red Switch Mechanical Keyboard Full Assembled Carbon Black RGB  with Knob,0,266,Keychron,KEYBOARDS - Gaming,Q3-M1
KEYC-Q3-M2,Keychron Q3 QMK Custom Hot-Swappable Gateron G-PRO Blue Switch Mechanical Keyboard Full Assembled Carbon Black RGB with Knob,0,266,Keychron,KEYBOARDS - Gaming,Q3-M2
KEYC-Q3-M3,Keychron Q3 QMK Custom Hot-Swappable Gateron G-PRO Brown Switch Mechanical Keyboard Full Assembled Carbon Black RGB with Knob,0,266,Keychron,KEYBOARDS - Gaming,Q3-M3
KEYC-Z114,Keychron Gateron Phantom Switch-Yellow (35 pcs),0,26,Keychron,ACCESSORIES,Z114
KEYC-Z44,Keychron Cherry MX Switch Set 35pcs/Set Red,0,39,Keychron,ACCESSORIES,Z44
KEYC-Z45,Keychron Cherry MX Switch RGB Set 35pcs/Set Blue,0,39,Keychron,ACCESSORIES,Z45
KEYC-Z46,Keychron Cherry MX Switch RGB Set 35pcs/Set Brown,0,39,Keychron,ACCESSORIES,Z46
KEYC-Z47,Keychron Cherry MX Switch RGB Set 35pcs/Set Slivery,0,39,Keychron,ACCESSORIES,Z47
KEYC-Z48,Keychron Kailh Box Switch Set 35pcs/Set Red,0,26,Keychron,ACCESSORIES,Z48
KEYC-Z49,Keychron Kailh Box Switch Set 35pcs/Set White,0,26,Keychron,ACCESSORIES,Z49
KEYC-Z50,Keychron Kailh Box Switch Set 35pcs/Set Brown,0,26,Keychron,ACCESSORIES,Z50
KEYC-Z61,Keychron Gateron Switch Set with holder 35pcs/Set  Red,0,19,Keychron,ACCESSORIES,Z61
KEYC-Z62,Keychron Gateron Switch Set with holder 35pcs/Set  Blue,11,19,Keychron,ACCESSORIES,Z62
KEYC-Z63,Keychron Gateron Switch Set with holder 35pcs/Set  Brown,0,19,Keychron,ACCESSORIES,Z63
KEYC-Z64,Keychron Gateron Switch Set with holder 35pcs/Set  Yellow,0,19,Keychron,ACCESSORIES,Z64
KEYC-Z65,Keychron Gateron Switch Set with holder 35pcs/Set  Green,30,19,Keychron,ACCESSORIES,Z65
KEYC-Z66,Keychron Gateron Switch Set with holder 35pcs/Set  Black,0,19,Keychron,ACCESSORIES,Z66
KEYC-Z67,Keychron Gateron Switch Set with holder 35pcs/Set  White,6,19,Keychron,ACCESSORIES,Z67
KO820U-5,RJ45M - RJ45M Cat5E Network Cable 5m,30,3.3,8WARE,CABLES - CAT5 10/100 Cables,KO820U-5
LB-BLANK-2U,"LinkBasic 2RU Blanking Panel - Rack Mountable 19""",26,12.1,LinkBasic,NETWORKING - Racking,CFG02-A
LB-FSHELF-60,LinkBasic 350mm Deep Fixed Shelf for 600mm Deep Cabinet only,0,22.4,LinkBasic,NETWORKING - Racking,CFB60-1.2-A
LB-LRAIL-80,"LinkBasic 19"" L Rail for 800mm Deep Cabinet only - Black",2,12.8,LinkBasic,NETWORKING - Racking,CFA80-1.2-A
LB-NCB42U-66-BDA,LinkBasic 42RU 600mm Depth Server Rack Glass Door with 2x240v Fans and 8-Port 10A PDU,0,1202,LinkBasic,ACCESSORIES,NCB42-66-BDA
LB-PP-CONNECTOR,LinkBasic Cabinet Connector,30,1,LinkBasic,NETWORKING - Racking,CFQ01-A
LB-PP-NUT,LinkBasic Cage Screw & Nut Set Single Pack,30,1.5,LinkBasic,NETWORKING - Racking,CFP01
LED-BL-E27WW-8W,LEDware LED Bulb Light E27 Screw Type Replacement Globe 240V 80mm 7.5W 540Lm Warm White Samsung Chi,4,16.9,LEDWARE,LED Lighting,SPH1H-E27-B80A-6W
LED-BL-EN-112139,Energetic SupValue All-Glass Clear A60 LED Filament GLS 360D DIM 3.6W 2700K 470Lm E27,8,10.8,Energetic,ACCESSORIES,112139
LED-BL-EN-112141,Energetic SupValue All-Glass Clear A60 LED Filament GLS 360D DIM 6W 2700K 810Lm E27,4,13.6,Energetic,ACCESSORIES,112141
LED-BL-JD-E27CD-8.5W,Jadens LED Bulb Light E27 Edison Screw Type Replacement Globe 8.5W (800 lm) Cool Daylight,30,4.1,Jadens,LED Lighting,JDSPE278.5CW
LED-BULB-WN019,OMNIZONIC E27 Screw LED Bulb 4W (200lm) 3000K Warm White,30,2.3,LEDWARE,ACCESSORIES,LED-BULB-WN019
LED-CL-WW-12WBN,NationStar LED Ceiling Light 12W (900 lm) Warm White - 220mm Diameter,2,61.7,NationStar,LED Lighting,NS-XDD-B12(WW)
LED-CL-WW-16WBN,NationStar LED Ceiling Light 16W (1300 lm) Warm White - 260mm Diameter,1,71.2,NationStar,LED Lighting,NS-XDD-B16(WW)
LED-DL-EN-172021,Energetic Celeste Downlight IP54 Downlight DIM 12W 3000K (920Lm) White,7,24.3,Energetic,LED Lighting,172021
LED-DL-EN-172082,Energetic Plastial Petite Tri-Colour Flush Downlight F113mm Cutout 90mm IP54 IC-4 Dim  9W in White,6,25.3,Energetic,LED Lighting,172082
LED-PD-ORIANA,LED Pendant lights Oriana E27 60W max(bulb not included),18,17.2,LEDWARE,LED Lighting,OPL7003
LED-PL-6060CW-36WMN,NationStar LED Panel Light 240V 36W 3000Lm 600 X 600 mm Cool White SAA 72W Fluorescent Replacement,2,131.4,NationStar,LED Lighting,NS-PLD6060C36
LED-TL-T10CW-9W,LEDware LED Tube Light 240V 0.6m T10 9W 800Lm Cool White Internal Two-End Power Frosted Cover,30,18.1,LEDWARE,LED Lighting,R7-T10FDL09-2U
LED-TL-T8CW-18WN,NationStar LED Tube Light 240V SAA 1.2m T8 18W 1500Lm CW Int Isolate One-End Power Rotate Cap Froste,6,36.2,NationStar,LED Lighting,T8-4CW276-BF2
LEX-LC128CRBAP3500,Lexar Professional 3500x 128GB CFast Compact Flash 2.0 Card*,14,273.9,Lexar,Storage,LC128CRBAP3500
LEX-LC256CRBAP3500,Lexar Professional 3500x 256GB CFast Compact Flash 2.0 Card*,2,366.7,Lexar,Storage,LC256CRBAP3500
LEX-LC64GCRBAP3500,Lexar Professional 3500x 64GB CFast Compact Flash 2.0 Card*,19,151.5,Lexar,Storage,LC64GCRBAP3500
LEX-LCF128CRBAP1066,Lexar Professional Compact Flash 1066X128GB,17,188.6,Lexar,Storage,LCF128CRBAP1066
LEX-LCF32GCRBAP1066,Lexar Professional Compact Flash 1066X 32GB,0,64.9,Lexar,Storage,LCF32GCRBAP1066
LEX-LCF64GCRBAP1066,Lexar Professional Compact Flash 1066X 64GB*,10,99.6,Lexar,Storage,LCF64GCRBAP1066
LEX-LCFX10-256CRB,Lexar 256GB CFexpress Type B 1750MB/s read / 1000MB/s write*,3,497.7,Lexar,Storage,LCFX10-256CRB
LEX-LJDC20C-128BBAP,Lexar JumpDrive C20c  USB 3.0 (Small Blister) 128BBAP,18,68.1,Lexar,Storage,LJDC20C-128BBAP
LEX-LJDC20C-32GBBAP,Lexar JumpDrive C20c  USB 3.0 (Small Blister) 32GBBAP,14,33.6,Lexar,Storage,LJDC20C-32GBBAP
LEX-LJDC20C-64GBBAP,Lexar JumpDrive C20c  USB 3.0 (Small Blister) 64GBBAP,14,49.3,Lexar,Storage,LJDC20C-64GBBAP
LEX-LJDS57-64GABAP,Lexar JumpDrive S57  USB 3.0 (Small Blister) 64GABAP,7,26.2,Lexar,Storage,LJDS57-64GABAP
LEX-LJDTD128ABAP,Lexar JumpDrive Tough  USB 3.1 128ABAP,0,54.7,Lexar,Storage,LJDTD128ABAP
LEX-LJDV100-128ABAP,Lexar JumpDrive V100 USB3.0 Rex 128AB,30,32.8,Lexar,Storage,LJDV100-128ABGY
LEX-LJDV100-32GABGY,Lexar JumpDrive V100 USB3.0 Rex 32GAB,0,11,Lexar,Storage,LJDV100-32GABGY
LEX-LJDV100-64GABAP,Lexar JumpDrive V100 USB3.0 Rex 64GAB,0,19.2,Lexar,Storage,LJDV100-64GABAP
LEX-LJDV100-64GABGY,Lexar JumpDrive V100 USB3.0 Rex 64GAB,30,19.2,Lexar,Storage,LJDV100-64GABGY
LEX-LMN500-256RB,Lexar 256GB PCIe G3x2 M.2 2280,9,79.5,Lexar,Storage,LMN500-256RB
LEX-LMN500-512RB,Lexar 512GB PCIe G3x2 M.2 2280,10,125.8,Lexar,Storage,LMN500-512RB
LEX-LMS0667064G-BNANG,"Lexar 64GB Class 10, A2, UHS-I (U3), V30, up to 100MB/s read / 90MB/s write VIDEO",0,38.3,Lexar,Storage,LMS0667064G-BNANG
